=== SEGMENTY Z TIMESTAMPAMI ===
[0.00s - 0.28s]  Mówię
[2329.98s - 2329.98s]  nie
[2329.98s - 2329.98s]  jest,
[2329.98s - 2329.98s]  że
[2329.98s - 2329.98s]  ta
[2329.98s - 2329.98s]  nie
[2329.98s - 2329.98s]  jest,
[2329.98s - 2329.98s]  że
[2329.98s - 2329.98s]  ta
[2329.98s - 2329.98s]  nie
[2329.98s - 2329.98s]  jest,
[2329.98s - 2329.98s]  że
[2329.98s - 2329.98s]  ta
[2329.98s - 2329.98s]  nie
[2329.98s - 2329.98s]  jest,
[2329.98s - 2329.98s]  że
[2329.98s - 2329.98s]  ta
[2329.98s - 2329.98s]  nie
[2329.98s - 2329.98s]  jest,
[2329.98s - 2329.98s]  że
[2329.98s - 2329.98s]  ta
[2329.98s - 2329.98s]  nie
[2329.98s - 2329.98s]  jest,
[2329.98s - 2329.98s]  że
[2329.98s - 2329.98s]  ta
[2329.98s - 2329.98s]  nie
[2329.98s - 2329.98s]  jest,
[2329.98s - 2329.98s]  że
[2329.98s - 2329.98s]  ta
[2329.98s - 2329.98s]  nie
[2329.98s - 2329.98s]  jest,
[2329.98s - 2329.98s]  że
[2329.98s - 2329.98s]  ta
[2329.98s - 2329.98s]  nie
[2329.98s - 2329.98s]  jest,
[2329.98s - 2329.98s]  że
[2329.98s - 2329.98s]  ta
[2329.98s - 2329.98s]  nie
[2329.98s - 2329.98s]  jest,
[2329.98s - 2329.98s]  że
[2329.98s - 2329.98s]  ta
[2329.98s - 2329.98s]  nie
[2329.98s - 2329.98s]  jest,
[2329.98s - 2329.98s]  że
[2329.98s - 2329.98s]  ta
[2329.98s - 2329.98s]  nie
[2329.98s - 2329.98s]  jest,
[2329.98s - 2329.98s]  że
[2329.98s - 2329.98s]  ta
[2329.98s - 2329.98s]  nie
[2329.98s - 2329.98s]  jest,
[2329.98s - 2329.98s]  że
[2329.98s - 2329.98s]  ta
[2329.98s - 2329.98s]  nie
[2329.98s - 2329.98s]  jest,
[2329.98s - 2329.98s]  że
[2329.98s - 2329.98s]  ta
[2329.98s - 2329.98s]  nie
[2329.98s - 2329.98s]  jest,
[2329.98s - 2329.98s]  że
[2329.98s - 2329.98s]  ta
[2329.98s - 2329.98s]  nie
[2329.98s - 2329.98s]  jest,
[2329.98s - 2329.98s]  że
[2329.98s - 2329.98s]  ta
[2329.98s - 2329.98s]  nie
[2329.98s - 2329.98s]  jest,
[2329.98s - 2329.98s]  że
[2329.98s - 2329.98s]  ta
[2329.98s - 2329.98s]  nie
[2329.98s - 2329.98s]  jest,
[2329.98s - 2329.98s]  że
[2329.98s - 2329.98s]  ta
[2329.98s - 2329.98s]  nie
[2329.98s - 2329.98s]  jest,
[2329.98s - 2329.98s]  że
[2329.98s - 2329.98s]  ta
[2329.98s - 2329.98s]  nie
[2329.98s - 2329.98s]  jest,
[2329.98s - 2329.98s]  że
[2329.98s - 2329.98s]  ta
[2329.98s - 2329.98s]  nie
[2329.98s - 2329.98s]  jest,
[2329.98s - 2329.98s]  że
[2329.98s - 2329.98s]  ta
[2329.98s - 2329.98s]  nie
[2329.98s - 2329.98s]  jest,
[2329.98s - 2329.98s]  że
[2329.98s - 2329.98s]  ta
[2329.98s - 2329.98s]  nie
[2329.98s - 2329.98s]  jest,
[2329.98s - 2329.98s]  że
[2329.98s - 2329.98s]  ta
[2329.98s - 2329.98s]  nie
[2329.98s - 2329.98s]  jest,
[2329.98s - 2329.98s]  że
[2329.98s - 2329.98s]  ta
[2329.98s - 2329.98s]  nie
[2329.98s - 2329.98s]  jest,
[2329.98s - 2329.98s]  że
[2329.98s - 2329.98s]  ta
[2329.98s - 2329.98s]  nie
[2329.98s - 2329.98s]  jest,
[2329.98s - 2329.98s]  że
[2329.98s - 2329.98s]  ta
[2329.98s - 2329.98s]  nie
[2329.98s - 2329.98s]  jest,
[2329.98s - 2329.98s]  że
[2329.98s - 2329.98s]  ta
[2329.98s - 2329.98s]  nie
[2329.98s - 2329.98s]  jest,
[2329.98s - 2329.98s]  że
[2329.98s - 2329.98s]  ta
[2329.98s - 2329.98s]  nie
[2329.98s - 2329.98s]  jest,
[2329.98s - 2329.98s]  że
[2329.98s - 2329.98s]  ta
[2329.98s - 2329.98s]  nie
[2329.98s - 2329.98s]  jest,
[2329.98s - 2329.98s]  że
[2329.98s - 2329.98s]  ta
[2329.98s - 2329.98s]  nie
[2329.98s - 2329.98s]  jest,
[2329.98s - 2329.98s]  że
[2329.98s - 2329.98s]  ta
[2329.98s - 2329.98s]  nie
[2329.98s - 2329.98s]  jest,
[2329.98s - 2329.98s]  że
[2329.98s - 2329.98s]  ta
[2329.98s - 2329.98s]  nie
[2329.98s - 2329.98s]  jest,
[2329.98s - 2329.98s]  że
[2329.98s - 2329.98s]  ta
[2329.98s - 2329.98s]  nie
[2329.98s - 2329.98s]  jest,
[2329.98s - 2329.98s]  że
[2329.98s - 2329.98s]  ta
[2329.98s - 2329.98s]  nie
[2329.98s - 2329.98s]  jest,
[2329.98s - 2329.98s]  że
[2329.98s - 2329.98s]  ta
[2329.98s - 2329.98s]  nie
[2329.98s - 2329.98s]  jest,
[2329.98s - 2329.98s]  że
[2329.98s - 2329.98s]  ta
[2329.98s - 2329.98s]  nie
[2329.98s - 2329.98s]  jest
[2320.00s - 2320.04s]  Wydaje
[2320.04s - 2320.06s]  mi
[2320.06s - 2320.14s]  się,
[2320.14s - 2320.22s]  że
[2320.22s - 2320.38s]  tak
[2320.38s - 2320.84s]  było,
[2320.84s - 2321.00s]  że
[2321.00s - 2321.42s]  to
[2321.42s - 2321.52s]  było
[2321.52s - 2321.84s]  bardzo
[2321.84s - 2322.26s]  posłomów,
[2322.26s - 2322.50s]  że
[2322.50s - 2323.16s]  da,
[2323.16s - 2323.28s]  są
[2323.28s - 2324.30s]  okreta.
[2324.30s - 2324.90s]  Ten
[2324.90s - 2325.30s]  inny,
[2325.30s - 2325.58s]  to
[2325.58s - 2325.80s]  dała
[2325.80s - 2325.88s]  się
[2325.88s - 2326.90s]  przykła.
[2326.92s - 2327.18s]  Tu
[2327.18s - 2327.36s]  jest
[2327.36s - 2327.88s]  szanszy,
[2327.88s - 2328.00s]  bo
[2328.00s - 2328.36s]  nie
[2328.36s - 2329.40s]  rzęsamy.
[2330.00s - 2331.08s]  My
[2331.08s - 2331.42s]  też
[2331.42s - 2331.76s]  pytałem,
[2331.76s - 2331.88s]  czy
[2331.88s - 2332.00s]  nam
[2332.00s - 2332.40s]  widzę,
[2332.40s - 2332.64s]  jeśli
[2332.64s - 2333.12s]  tam
[2333.12s - 2333.28s]  czy
[2333.28s - 2333.40s]  nie
[2333.40s - 2333.54s]  to
[2333.54s - 2334.68s]  było.
[2334.96s - 2335.12s]  Aż
[2335.12s - 2335.24s]  tylko
[2335.24s - 2335.56s]  nie
[2335.56s - 2335.70s]  skońsko
[2335.70s - 2335.98s]  też,
[2335.98s - 2336.12s]  nie
[2336.12s - 2336.38s]  mam,
[2336.38s - 2336.56s]  nie,
[2336.56s - 2336.78s]  tylko
[2336.78s - 2337.24s]  zobaczymy
[2337.24s - 2337.40s]  w
[2337.40s - 2337.48s]  rytm
[2337.48s - 2338.08s]  tych.
[2338.84s - 2339.06s]  Tak
[2339.06s - 2339.54s]  wiecie.
[2340.00s - 2340.22s]  ale
[2340.22s - 2340.42s]  to
[2340.42s - 2340.78s]  tylko
[2340.78s - 2341.10s]  ma
[2341.10s - 2341.66s]  wyszłań,
[2341.66s - 2341.76s]  bo
[2341.76s - 2341.90s]  to
[2341.90s - 2342.04s]  jest
[2342.04s - 2342.62s]  daże.
[2342.62s - 2342.86s]  No
[2342.86s - 2343.06s]  i
[2343.06s - 2343.20s]  jeżeli
[2343.20s - 2343.64s]  bym
[2343.64s - 2344.36s]  no...
[2345.02s - 2345.70s]  utany,
[2345.70s - 2345.82s]  tak,
[2345.82s - 2346.06s]  który
[2346.06s - 2346.20s]  się
[2346.20s - 2346.46s]  ukłuje
[2346.46s - 2346.76s]  i
[2346.76s - 2347.18s]  bym,
[2347.22s - 2347.30s]  bo
[2347.30s - 2347.40s]  to
[2347.40s - 2347.68s]  musi
[2347.68s - 2347.84s]  być
[2347.84s - 2348.34s]  najlepiej
[2348.34s - 2348.92s]  zobrazować
[2348.92s - 2349.14s]  ludzi
[2349.14s - 2349.84s]  przymoda.
[2350.20s - 2350.32s]  Czyli
[2350.32s - 2350.84s]  jak
[2350.84s - 2351.32s]  to
[2351.32s - 2351.88s]  może
[2351.88s - 2352.42s]  być?
[2353.06s - 2353.28s]  W
[2353.28s - 2353.86s]  jedynieństwo,
[2353.86s - 2354.16s]  można
[2354.16s - 2354.26s]  w
[2354.26s - 2354.44s]  ciągu
[2354.44s - 2354.76s]  się
[2354.76s - 2355.22s]  tam.
[2355.48s - 2355.60s]  Jak
[2355.60s - 2355.78s]  to
[2355.78s - 2355.92s]  się
[2355.92s - 2356.20s]  ma,
[2356.20s - 2356.38s]  bo
[2356.38s - 2356.80s]  w
[2356.80s - 2357.54s]  obecnego,
[2357.54s - 2357.70s]  to
[2357.70s - 2357.82s]  nie
[2357.82s - 2357.92s]  jest
[2357.92s - 2358.04s]  już
[2358.04s - 2358.72s]  przystaje.
[2359.46s - 2359.54s]  I
[2359.54s - 2359.82s]  nie
[2359.82s - 2360.10s]  tego
[2360.10s - 2360.24s]  i
[2360.24s - 2360.72s]  drugiego,
[2360.72s - 2361.30s]  przystaje,
[2361.30s - 2361.42s]  nie
[2361.42s - 2361.42s]  jest
[2361.42s - 2361.50s]  przystaje.
[2362.08s - 2362.98s]  Zajdzie
[2362.98s - 2363.20s]  to
[2363.20s - 2363.66s]  jest...
[2364.02s - 2364.02s]  z
[2364.02s - 2364.32s]  najbliższej
[2364.32s - 2365.60s]  widzenia.
[2366.24s - 2366.56s]  Bo
[2366.56s - 2366.78s]  te
[2366.78s - 2366.98s]  rzeczy
[2366.98s - 2367.36s]  są
[2367.36s - 2368.00s]  teraz
[2368.00s - 2368.22s]  już
[2368.22s - 2368.50s]  wszystkie
[2368.50s - 2369.76s]  operacje.
[2370.04s - 2370.50s]  Właśnie
[2370.50s - 2370.78s]  to
[2370.78s - 2371.00s]  jest
[2371.00s - 2371.46s]  tak,
[2371.74s - 2371.74s]  bo
[2371.74s - 2372.60s]  ten
[2372.60s - 2372.86s]  chęt
[2372.86s - 2373.02s]  w
[2373.02s - 2373.30s]  przyszłym
[2373.30s - 2373.82s]  poplierieszy
[2373.82s - 2374.04s]  pod
[2374.04s - 2374.96s]  reakcję.
[2375.74s - 2376.24s]  Właśnie
[2376.24s - 2376.50s]  to
[2376.50s - 2376.82s]  jest
[2376.82s - 2377.58s]  dla
[2377.58s - 2377.90s]  niej,
[2378.14s - 2378.44s]  można
[2378.44s - 2378.78s]  było
[2378.78s - 2379.26s]  to,
[2379.26s - 2379.48s]  więc
[2379.48s - 2379.66s]  nie
[2379.66s - 2380.84s]  podobać.
[2381.04s - 2381.50s]  Nie,
[2381.50s - 2381.52s]  nie,
[2381.52s - 2381.68s]  nie,
[2381.68s - 2381.98s]  nie,
[2381.98s - 2382.16s]  nie,
[2382.16s - 2382.28s]  nie,
[2382.28s - 2382.42s]  nie
[2385.42s - 2385.42s]  wczoraj
[2385.42s - 2385.42s]  nie
[2385.42s - 2385.42s]  wczoraj
[2385.42s - 2385.42s]  nie
[2385.42s - 2385.42s]  wczoraj
[2385.42s - 2385.42s]  nie
[2385.42s - 2385.42s]  wczoraj
[2385.42s - 2385.42s]  nie
[2385.42s - 2385.42s]  wczoraj
[2385.42s - 2385.42s]  nie
[2385.42s - 2385.42s]  wczoraj
[2385.42s - 2385.42s]  nie
[2385.42s - 2385.42s]  wczoraj
[2385.42s - 2385.42s]  nie
[2385.42s - 2385.42s]  wczoraj
[2385.42s - 2385.42s]  nie
[2385.42s - 2385.42s]  wczoraj
[2385.42s - 2420.32s]  nienęło
[2420.32s - 2420.92s]  się.
[2421.56s - 2421.84s]  Właśnie
[2421.84s - 2422.06s]  to
[2422.06s - 2422.22s]  nie
[2422.22s - 2422.58s]  czyncy
[2422.58s - 2423.04s]  usłysłem,
[2423.04s - 2423.48s]  stroli,
[2432.12s - 2432.12s]  co
[2432.12s - 2432.14s]  to
[2432.14s - 2432.54s]  jest,
[2432.54s - 2434.62s]  co
[2434.62s - 2435.00s]  to
[2435.00s - 2435.00s]  jest,
[2435.00s - 2435.00s]  co
[2435.00s - 2435.06s]  to
[2435.06s - 2435.06s]  jest,
[2435.06s - 2435.36s]  co
[2435.36s - 2435.48s]  to
[2435.48s - 2435.48s]  jest,
[2435.48s - 2435.48s]  co
[2435.48s - 2435.54s]  to
[2435.54s - 2435.62s]  jest,
[2435.62s - 2435.94s]  co
[2435.94s - 2436.18s]  to
[2436.18s - 2436.18s]  jest,
[2436.18s - 2437.94s]  co
[2437.94s - 2438.12s]  to
[2438.12s - 2438.12s]  jest,
[2438.12s - 2438.52s]  co
[2438.52s - 2438.52s]  to
[2438.52s - 2438.52s]  jest,
[2438.52s - 2438.70s]  co
[2438.70s - 2438.92s]  to
[2438.92s - 2438.92s]  jest,
[2438.92s - 2438.92s]  co
[2438.92s - 2438.92s]  to
[2438.92s - 2438.92s]  jest,
[2438.92s - 2438.92s]  co
[2438.92s - 2438.92s]  to
[2438.92s - 2438.92s]  jest,
[2438.92s - 2438.92s]  co
[2438.92s - 2439.56s]  to
[2439.56s - 2439.56s]  jest,
[2439.56s - 2439.56s]  co
[2439.56s - 2439.56s]  to
[2439.56s - 2439.56s]  jest,
[2439.56s - 2439.88s]  co
[2439.88s - 2439.88s]  to
[2439.88s - 2439.88s]  jest,
[2439.88s - 2440.24s]  co
[2440.24s - 2440.54s]  to
[2440.54s - 2440.54s]  jest,
[2440.54s - 2440.84s]  co
[2440.84s - 2441.00s]  to
[2441.00s - 2441.00s]  jest,
[2441.00s - 2441.00s]  co
[2441.00s - 2441.00s]  to
[2441.00s - 2441.00s]  jest,
[2441.00s - 2441.00s]  co
[2441.00s - 2441.00s]  to
[2441.00s - 2441.00s]  jest,
[2441.00s - 2441.00s]  co
[2441.00s - 2441.00s]  to
[2441.00s - 2441.00s]  jest,
[2441.00s - 2441.00s]  co
[2441.00s - 2441.00s]  tu
[2441.00s - 2441.46s]  jest,
[2441.46s - 2441.48s]  co
[2441.48s - 2445.78s]  tu
[2445.78s - 2445.88s]  jest,
[2445.88s - 2445.88s]  co
[2445.88s - 2445.88s]  tu
[2445.88s - 2445.88s]  jest,
[2445.88s - 2445.88s]  co
[2445.88s - 2445.88s]  tu
[2445.88s - 2445.88s]  jest,
[2445.88s - 2445.88s]  co
[2445.88s - 2445.88s]  tu
[2445.88s - 2446.00s]  jest,
[2446.00s - 2446.42s]  co
[2446.42s - 2446.42s]  tu
[2446.42s - 2446.42s]  jest,
[2446.42s - 2446.42s]  co
[2446.42s - 2446.42s]  tu
[2446.42s - 2446.42s]  jest,
[2446.42s - 2446.64s]  co
[2446.64s - 2446.86s]  tu
[2446.86s - 2446.86s]  jest,
[2446.86s - 2446.92s]  co
[2446.92s - 2446.92s]  tu
[2446.92s - 2446.92s]  jest,
[2446.92s - 2446.92s]  co
[2446.92s - 2446.92s]  tu
[2446.92s - 2446.92s]  jest,
[2446.92s - 2446.96s]  co
[2446.96s - 2447.12s]  tu
[2447.12s - 2447.12s]  jest,
[2447.12s - 2447.12s]  co
[2447.12s - 2447.12s]  tu
[2447.12s - 2447.12s]  jest,
[2447.12s - 2447.12s]  co
[2447.12s - 2447.16s]  tu
[2447.16s - 2447.16s]  jest,
[2447.16s - 2447.18s]  co
[2447.18s - 2447.18s]  tu
[2447.18s - 2447.18s]  jest,
[2447.18s - 2447.18s]  co
[2447.18s - 2447.18s]  tu
[2447.18s - 2447.18s]  jest,
[2447.18s - 2447.24s]  co
[2447.24s - 2447.74s]  tu
[2447.74s - 2447.74s]  jest,
[2447.74s - 2447.74s]  co
[2447.74s - 2447.74s]  tu
[2447.74s - 2447.74s]  jest,
[2447.74s - 2447.74s]  co
[2447.74s - 2447.74s]  tu
[2447.74s - 2447.74s]  jest,
[2447.74s - 2447.74s]  co
[2447.74s - 2447.74s]  tu
[2447.74s - 2447.74s]  jest,
[2447.74s - 2447.74s]  co
[2447.74s - 2447.74s]  tu
[2447.74s - 2447.74s]  jest,
[2447.74s - 2447.74s]  co
[2447.74s - 2447.74s]  tu
[2447.74s - 2447.74s]  jest,
[2447.74s - 2447.80s]  co
[2447.80s - 2447.80s]  tu
[2447.80s - 2447.80s]  jest,
[2447.80s - 2447.80s]  co
[2447.80s - 2447.80s]  tu
[2447.80s - 2447.80s]  jest,
[2447.80s - 2447.80s]  co
[2447.80s - 2447.80s]  tu
[2447.80s - 2447.80s]  jest,
[2447.80s - 2447.82s]  co
[2447.82s - 2447.82s]  tu
[2447.82s - 2447.82s]  jest,
[2447.82s - 2447.82s]  co
[2447.82s - 2447.82s]  tu
[2447.82s - 2447.82s]  jest,
[2447.82s - 2447.82s]  co
[2447.82s - 2447.82s]  tu
[2447.82s - 2447.82s]  jest,
[2447.82s - 2447.82s]  co
[2447.82s - 2447.82s]  tu
[2447.82s - 2447.82s]  jest,
[2447.82s - 2447.82s]  co
[2447.82s - 2447.82s]  tu
[2447.82s - 2447.82s]  jest,
[2447.82s - 2447.82s]  co
[2447.82s - 2447.82s]  tu
[2447.82s - 2447.82s]  jest,
[2447.82s - 2447.82s]  co
[2447.82s - 2447.82s]  tu
[2447.82s - 2447.82s]  jest,
[2447.82s - 2447.82s]  co
[2447.82s - 2447.82s]  tu
[2447.82s - 2447.82s]  jest,
[2447.82s - 2447.82s]  co
[2447.82s - 2447.82s]  tu
[2447.82s - 2447.82s]  jest,
[2447.82s - 2447.82s]  co
[2447.82s - 2448.34s]  tu
[2448.34s - 2448.34s]  jest,
[2448.34s - 2448.34s]  co
[2448.34s - 2448.34s]  tu
[2448.34s - 2448.34s]  jest,
[2448.34s - 2448.34s]  co
[2448.34s - 2448.34s]  tu
[2448.34s - 2448.34s]  jest,
[2448.34s - 2448.34s]  co
[2448.34s - 2448.34s]  tu
[2448.34s - 2448.34s]  jest,
[2448.34s - 2448.34s]  co
[2448.34s - 2448.34s]  tu
[2448.34s - 2448.34s]  jest,
[2448.34s - 2448.34s]  co
[2448.34s - 2448.34s]  tu
[2448.34s - 2448.34s]  jest,
[2448.34s - 2448.34s]  co
[2448.34s - 2448.34s]  tu
[2448.34s - 2448.34s]  jest,
[2448.34s - 2448.34s]  co
[2448.34s - 2448.34s]  tu
[2448.34s - 2448.34s]  jest,
[2448.34s - 2448.34s]  co
[2448.34s - 2448.34s]  tu
[2448.34s - 2448.34s]  jest,
[2448.34s - 2448.34s]  co
[2448.34s - 2448.34s]  tu
[2448.34s - 2448.34s]  jest,
[2448.34s - 2448.34s]  co
[2448.34s - 2448.34s]  tu
[2448.34s - 2448.34s]  jest,
[2448.34s - 2448.34s]  co
[2448.34s - 2448.34s]  tu
[2448.34s - 2448.34s]  jest,
[2448.34s - 2448.34s]  co
[2448.34s - 2448.68s]  tu
[2448.68s - 2448.68s]  jest,
[2448.68s - 2448.68s]  co
[2448.68s - 2448.68s]  tu
[2448.68s - 2448.68s]  jest,
[2448.68s - 2448.68s]  co
[2448.68s - 2449.02s]  tu
[2449.02s - 2449.02s]  jest,
[2449.02s - 2449.02s]  co
[2449.02s - 2449.02s]  tu
[2449.02s - 2449.12s]  jest,
[2449.12s - 2449.12s]  co
[2449.12s - 2449.12s]  tu
[2449.12s - 2449.18s]  jest,
[2449.18s - 2449.18s]  co
[2449.18s - 2449.18s]  tu
[2449.18s - 2449.18s]  jest,
[2449.18s - 2449.18s]  co
[2449.18s - 2449.18s]  tu
[2449.18s - 2449.28s]  jest,
[2449.28s - 2449.28s]  co
[2449.28s - 2449.28s]  tu
[2449.28s - 2449.28s]  jest,
[2449.28s - 2449.28s]  co
[2449.28s - 2449.28s]  tu
[2449.28s - 2449.30s]  jest,
[2449.30s - 2449.30s]  co
[2449.30s - 2449.30s]  tu
[2449.30s - 2449.40s]  jest,
[2449.40s - 2449.40s]  co
[2449.40s - 2449.40s]  tu
[2449.40s - 2449.40s]  jest,
[2449.40s - 2449.40s]  co
[2449.40s - 2449.40s]  tu
[2449.40s - 2449.40s]  jest,
[2449.40s - 2449.40s]  co
[2449.40s - 2449.52s]  tu
[2449.52s - 2449.52s]  jest,
[2449.52s - 2449.52s]  co
[2449.52s - 2449.58s]  tu
[2449.58s - 2449.58s]  jest,
[2449.58s - 2449.58s]  co
[2449.58s - 2449.58s]  tu
[2449.58s - 2449.58s]  jest,
[2449.58s - 2449.58s]  co
[2449.58s - 2449.58s]  tu
[2449.58s - 2449.58s]  jest,
[2449.58s - 2449.58s]  co
[2449.58s - 2449.60s]  tu
[2449.60s - 2449.60s]  jest,
[2449.60s - 2449.60s]  co
[2449.60s - 2449.60s]  tu
[2449.60s - 2449.60s]  jest,
[2449.60s - 2449.60s]  co
[2449.60s - 2449.60s]  tu
[2449.60s - 2449.60s]  jest,
[2449.60s - 2449.60s]  co
[2449.60s - 2449.60s]  tu
[2449.60s - 2449.60s]  jest,
[2449.60s - 2449.60s]  co
[2449.60s - 2449.64s]  tu
[2449.64s - 2449.64s]  jest,
[2449.64s - 2449.64s]  co
[2449.64s - 2449.98s]  tu
[2449.98s - 2449.98s]  jest,
[2449.98s - 2449.98s]  co
[2449.98s - 2449.98s]  tu
[2449.98s - 2449.98s]  jest,
[2449.98s - 2449.98s]  co
[2449.98s - 2449.98s]  tu
[2449.98s - 2449.98s]  jest,
[2449.98s - 2449.98s]  co
[2449.98s - 2449.98s]  tu
[2449.98s - 2449.98s]  jest,
[2449.98s - 2449.98s]  co
[2449.98s - 2449.98s]  tu
[2449.98s - 2449.98s]  jest,
[2449.98s - 2449.98s]  co
[2449.98s - 2449.98s]  tu
[2449.98s - 2449.98s]  jest,
[2449.98s - 2449.98s]  co
[2449.98s - 2449.98s]  tu
[2449.98s - 2449.98s]  jest,
[2449.98s - 2449.98s]  co
[2449.98s - 2449.98s]  tu
[2449.98s - 2449.98s]  jest,
[2449.98s - 2449.98s]  co
[2449.98s - 2449.98s]  tu
[2449.98s - 2449.98s]  jest,
[2449.98s - 2449.98s]  co
[2449.98s - 2449.98s]  tu
[2449.98s - 2449.98s]  jest,
[2449.98s - 2449.98s]  co
[2449.98s - 2449.98s]  tu
[2449.98s - 2449.98s]  jest,
[2449.98s - 2449.98s]  co
[2449.98s - 2449.98s]  tu
[2449.98s - 2449.98s]  jest,
[2449.98s - 2449.98s]  co
[2449.98s - 2449.98s]  tu
[2449.98s - 2449.98s]  jest,
[2449.98s - 2449.98s]  co
[2449.98s - 2449.98s]  tu
[2449.98s - 2449.98s]  jest,
[2449.98s - 2449.98s]  co
[2449.98s - 2449.98s]  tu
[2449.98s - 2449.98s]  jest,
[2449.98s - 2449.98s]  co
[2449.98s - 2449.98s]  tu
[2449.98s - 2449.98s]  jest,
[2449.98s - 2449.98s]  co
[2449.98s - 2449.98s]  tu
[2449.98s - 2449.98s]  jest,
[2449.98s - 2449.98s]  co
[2449.98s - 2449.98s]  tu
[2449.98s - 2449.98s]  jest,
[2449.98s - 2449.98s]  co
[2449.98s - 2449.98s]  tu
[2449.98s - 2449.98s]  jest,
[2449.98s - 2449.98s]  co
[2449.98s - 2449.98s]  tu
[2449.98s - 2449.98s]  jest,
[2449.98s - 2449.98s]  co
[2449.98s - 2449.98s]  tu
[2449.98s - 2449.98s]  jest,
[2449.98s - 2449.98s]  co
[2449.98s - 2449.98s]  tu
[2449.98s - 2449.98s]  jest,
[2440.00s - 2445.54s]  A
[2445.54s - 2446.76s]  to
[2446.76s - 2450.46s]  się
[2450.46s - 2450.66s]  w
[2450.66s - 2450.70s]  sensie
[2450.70s - 2451.04s]  w
[2451.04s - 2451.04s]  sensie
[2451.04s - 2451.18s]  w
[2451.18s - 2454.04s]  sensie
[2454.04s - 2454.46s]  w
[2454.46s - 2454.56s]  sensie
[2454.56s - 2454.70s]  w
[2454.70s - 2460.30s]  sensie
[2460.30s - 2460.44s]  w
[2460.44s - 2460.44s]  sensie
[2460.44s - 2460.44s]  w
[2460.44s - 2460.44s]  sensie
[2460.44s - 2460.44s]  w
[2460.44s - 2460.44s]  sensie
[2460.44s - 2460.44s]  w
[2460.44s - 2460.44s]  sensie
[2460.44s - 2460.44s]  w
[2460.44s - 2460.60s]  sensie
[2460.60s - 2460.60s]  w
[2460.60s - 2460.60s]  sensie
[2460.60s - 2460.60s]  w
[2460.60s - 2460.60s]  sensie
[2460.60s - 2460.60s]  w
[2460.60s - 2460.60s]  sensie
[2460.60s - 2460.60s]  w
[2460.60s - 2460.60s]  sensie
[2460.60s - 2460.60s]  w
[2460.60s - 2460.60s]  sensie
[2460.60s - 2460.60s]  w
[2460.60s - 2460.60s]  sensie
[2460.60s - 2460.60s]  w
[2460.60s - 2460.60s]  sensie
[2460.60s - 2460.60s]  w
[2460.60s - 2460.60s]  sensie
[2460.60s - 2460.60s]  w
[2460.60s - 2460.60s]  sensie
[2460.60s - 2460.60s]  w
[2460.60s - 2460.60s]  sensie
[2460.60s - 2460.60s]  w
[2460.60s - 2460.60s]  sensie
[2460.60s - 2460.60s]  w
[2460.60s - 2460.60s]  sensie
[2460.60s - 2460.60s]  w
[2460.60s - 2460.60s]  sensie
[2460.60s - 2460.60s]  w
[2460.60s - 2460.60s]  sensie
[2460.60s - 2460.60s]  w
[2460.60s - 2460.60s]  sensie
[2460.60s - 2460.60s]  w
[2460.60s - 2460.60s]  sensie
[2460.60s - 2460.60s]  w
[2460.60s - 2460.60s]  sensie
[2460.60s - 2460.60s]  w
[2460.60s - 2460.60s]  sensie
[2460.60s - 2460.60s]  w
[2460.60s - 2460.76s]  sensie
[2460.76s - 2461.62s]  w
[2461.62s - 2461.90s]  sensie
[2461.90s - 2462.02s]  w
[2462.02s - 2462.02s]  sensie
[2462.02s - 2462.02s]  w
[2462.02s - 2462.02s]  sensie
[2462.02s - 2462.02s]  w
[2462.02s - 2462.02s]  sensie
[2462.02s - 2462.02s]  w
[2462.02s - 2462.02s]  sensie
[2462.02s - 2462.02s]  w
[2462.02s - 2462.02s]  sensie
[2462.02s - 2462.02s]  w
[2462.02s - 2462.02s]  sensie
[2462.02s - 2462.02s]  w
[2462.02s - 2462.02s]  sensie
[2462.02s - 2463.04s]  w
[2463.04s - 2463.16s]  sensie
[2463.16s - 2463.16s]  w
[2463.16s - 2463.16s]  sensie
[2463.16s - 2463.16s]  w
[2463.16s - 2463.16s]  sensie
[2463.16s - 2463.16s]  w
[2463.16s - 2463.16s]  sensie
[2463.16s - 2463.16s]  w
[2463.16s - 2463.16s]  sensie
[2463.16s - 2463.16s]  w
[2463.16s - 2463.16s]  sensie
[2463.16s - 2463.16s]  w
[2463.16s - 2463.16s]  sensie
[2463.16s - 2463.16s]  w
[2463.16s - 2463.16s]  sensie
[2463.16s - 2463.16s]  w
[2463.16s - 2463.16s]  sensie
[2463.16s - 2463.16s]  w
[2463.16s - 2463.16s]  sensie
[2463.16s - 2463.16s]  w
[2463.16s - 2463.16s]  sensie
[2463.16s - 2463.16s]  w
[2463.16s - 2463.22s]  sensie
[2463.22s - 2463.22s]  w
[2463.22s - 2463.26s]  sensie
[2463.26s - 2463.36s]  w
[2463.36s - 2463.54s]  sensie
[2463.54s - 2464.20s]  w
[2464.20s - 2464.20s]  sensie
[2464.20s - 2464.20s]  w
[2464.20s - 2464.20s]  sensie
[2464.20s - 2464.20s]  w
[2464.20s - 2464.20s]  sensie
[2464.20s - 2464.20s]  w
[2464.20s - 2464.20s]  sensie
[2464.20s - 2464.20s]  w
[2464.20s - 2464.20s]  sensie
[2464.20s - 2464.20s]  w
