=== SEGMENTY Z TIMESTAMPAMI ===
[0.00s - 0.38s]  Mówię,
[2307.76s - 2307.76s]  że
[2307.76s - 2307.76s]  nie
[2307.76s - 2307.76s]  zacznę,
[2307.76s - 2307.76s]  że
[2307.76s - 2307.76s]  nie
[2307.76s - 2307.80s]  zacznę,
[2307.80s - 2307.80s]  że
[2307.80s - 2307.80s]  nie
[2307.80s - 2307.80s]  zacznę,
[2307.80s - 2307.80s]  że
[2307.80s - 2307.80s]  nie
[2307.80s - 2308.04s]  zacznę,
[2308.04s - 2308.04s]  że
[2308.04s - 2308.22s]  nie
[2308.22s - 2308.34s]  zacznę,
[2308.34s - 2308.34s]  że
[2308.34s - 2308.34s]  nie
[2308.34s - 2308.34s]  zacznę,
[2308.34s - 2308.34s]  że
[2308.34s - 2308.34s]  nie
[2308.34s - 2308.34s]  zacznę,
[2308.34s - 2308.34s]  że
[2308.34s - 2308.34s]  nie
[2308.34s - 2308.34s]  zacznę,
[2308.34s - 2308.34s]  że
[2308.34s - 2308.34s]  nie
[2308.34s - 2308.36s]  zacznę,
[2308.36s - 2308.36s]  że
[2308.36s - 2308.36s]  nie
[2308.36s - 2308.36s]  zacznę,
[2308.36s - 2308.36s]  że
[2308.36s - 2308.36s]  nie
[2308.36s - 2308.36s]  zacznę,
[2308.36s - 2308.36s]  że
[2308.36s - 2308.36s]  nie
[2308.36s - 2308.36s]  zacznę,
[2308.36s - 2308.36s]  że
[2308.36s - 2308.36s]  nie
[2308.36s - 2308.38s]  zacznę,
[2308.38s - 2308.38s]  że
[2308.38s - 2309.98s]  nie
[2309.98s - 2309.98s]  zacz
[2300.00s - 2305.84s]  Oda
[2305.84s - 2306.00s]  była
[2306.00s - 2306.14s]  z
[2306.14s - 2307.20s]  mięsko,
[2307.20s - 2307.28s]  no
[2307.28s - 2307.42s]  i
[2307.42s - 2307.72s]  dziesięć
[2307.72s - 2307.92s]  minut
[2307.92s - 2308.28s]  takiego
[2308.28s - 2308.74s]  rodzilania
[2308.74s - 2308.98s]  po
[2308.98s - 2309.10s]  to
[2309.10s - 2309.70s]  tak.
[2310.52s - 2310.80s]  Cielania
[2310.80s - 2311.06s]  panu
[2311.06s - 2311.38s]  sensu,
[2311.38s - 2311.50s]  tam
[2311.50s - 2311.94s]  po
[2336.50s - 2336.62s]  mam,
[2336.62s - 2336.68s]  no
[2336.68s - 2336.68s]  nie
[2336.68s - 2336.68s]  mam,
[2336.68s - 2336.88s]  no
[2336.88s - 2336.88s]  nie
[2336.88s - 2336.94s]  mam,
[2336.94s - 2336.94s]  no
[2336.94s - 2336.94s]  nie
[2336.94s - 2337.04s]  mam,
[2337.04s - 2337.16s]  no
[2337.16s - 2337.16s]  nie
[2337.16s - 2337.16s]  mam,
[2337.16s - 2337.26s]  no
[2337.26s - 2337.26s]  nie
[2337.26s - 2337.26s]  mam,
[2337.26s - 2337.26s]  no
[2337.26s - 2337.26s]  nie
[2337.26s - 2337.28s]  mam,
[2337.28s - 2337.38s]  no
[2337.38s - 2337.38s]  nie
[2337.38s - 2337.40s]  mam,
[2337.40s - 2337.40s]  no
[2337.40s - 2337.40s]  nie
[2337.40s - 2337.48s]  mam,
[2337.48s - 2337.70s]  no
[2337.70s - 2337.70s]  nie
[2337.70s - 2338.00s]  mam,
[2338.00s - 2339.02s]  no
[2339.02s - 2339.24s]  nie
[2339.24s - 2339.84s]  mam,
[2339.84s - 2340.68s]  no
[2340.68s - 2340.68s]  nie
[2340.68s - 2340.68s]  mam,
[2340.68s - 2340.68s]  no
[2340.68s - 2340.68s]  nie
[2340.68s - 2340.68s]  mam,
[2340.68s - 2340.80s]  no
[2340.80s - 2341.02s]  nie
[2341.02s - 2341.12s]  mam,
[2341.12s - 2341.48s]  no
[2341.48s - 2341.48s]  nie
[2341.48s - 2341.48s]  mam,
[2341.48s - 2341.80s]  no
[2341.80s - 2342.04s]  nie
[2342.04s - 2342.04s]  mam,
[2342.04s - 2342.22s]  no
[2342.22s - 2342.22s]  nie
[2342.22s - 2342.22s]  mam,
[2342.22s - 2342.56s]  no
[2342.56s - 2342.56s]  nie
[2342.56s - 2342.56s]  mam,
[2342.56s - 2342.56s]  no
[2342.56s - 2342.56s]  nie
[2342.56s - 2342.56s]  mam,
[2342.56s - 2342.56s]  no
[2342.56s - 2342.56s]  nie
[2342.56s - 2342.56s]  mam,
[2342.56s - 2342.56s]  no
[2342.56s - 2342.56s]  nie
[2342.56s - 2342.56s]  mam,
[2342.56s - 2342.58s]  no
[2342.58s - 2342.58s]  nie
[2342.58s - 2342.58s]  mam,
[2342.58s - 2342.58s]  no
[2342.58s - 2342.58s]  nie
[2342.58s - 2342.58s]  mam,
[2342.58s - 2342.58s]  no
[2342.58s - 2342.58s]  nie
[2342.58s - 2342.58s]  mam,
[2342.58s - 2342.58s]  no
[2342.58s - 2342.58s]  nie
[2342.58s - 2342.58s]  mam,
[2342.58s - 2342.58s]  no
[2342.58s - 2342.58s]  nie
[2342.58s - 2342.58s]  mam,
[2342.58s - 2342.58s]  no
[2342.58s - 2342.58s]  nie
[2342.58s - 2342.58s]  mam,
[2342.58s - 2342.58s]  no
[2342.58s - 2342.58s]  nie
[2342.58s - 2342.58s]  mam,
[2342.58s - 2342.58s]  no
[2342.58s - 2342.58s]  nie
[2342.58s - 2342.58s]  mam,
[2342.58s - 2342.58s]  no
[2342.58s - 2342.58s]  nie
[2342.58s - 2342.58s]  mam,
[2342.58s - 2342.58s]  no
[2342.58s - 2342.58s]  nie
[2342.58s - 2342.58s]  mam,
[2342.58s - 2342.58s]  no
[2342.58s - 2342.58s]  nie
[2342.58s - 2342.58s]  mam,
[2342.58s - 2342.58s]  no
[2342.58s - 2342.58s]  nie
[2342.58s - 2342.58s]  mam,
[2342.58s - 2342.76s]  no
[2342.76s - 2342.76s]  nie
[2342.76s - 2342.76s]  mam,
[2342.76s - 2342.76s]  no
[2342.76s - 2342.76s]  nie
[2342.76s - 2342.76s]  mam,
[2342.76s - 2342.76s]  no
[2342.76s - 2342.76s]  nie
[2342.76s - 2342.76s]  mam,
[2342.76s - 2342.76s]  no
[2342.76s - 2342.76s]  nie
[2342.76s - 2342.76s]  mam,
[2342.76s - 2342.76s]  no
[2342.76s - 2342.76s]  nie
[2342.76s - 2342.76s]  mam,
[2342.76s - 2342.76s]  no
[2342.76s - 2342.76s]  nie
[2342.76s - 2342.76s]  mam,
[2342.76s - 2342.76s]  no
[2342.76s - 2342.76s]  nie
[2342.76s - 2342.76s]  mam,
[2342.76s - 2342.84s]  no
[2342.84s - 2342.88s]  nie
[2342.88s - 2342.88s]  mam,
[2342.88s - 2342.88s]  no
[2342.88s - 2342.88s]  nie
[2342.88s - 2342.88s]  mam,
[2342.88s - 2342.88s]  no
[2342.88s - 2342.88s]  nie
[2342.88s - 2342.88s]  mam,
[2342.88s - 2342.88s]  no
[2342.88s - 2342.88s]  nie
[2342.88s - 2342.88s]  mam,
[2342.88s - 2342.88s]  no
[2342.88s - 2342.88s]  nie
[2342.88s - 2342.88s]  mam,
[2342.88s - 2342.88s]  no
[2342.88s - 2342.88s]  nie
[2342.88s - 2342.88s]  mam,
[2342.88s - 2342.88s]  no
[2342.88s - 2342.88s]  nie
[2342.88s - 2342.88s]  mam,
[2342.88s - 2342.88s]  no
[2342.88s - 2342.88s]  nie
[2342.88s - 2342.88s]  mam,
[2342.88s - 2342.88s]  no
[2342.88s - 2342.88s]  nie
[2342.88s - 2342.88s]  mam,
[2342.88s - 2342.88s]  no
[2342.88s - 2342.88s]  nie
[2342.88s - 2342.88s]  mam,
[2342.88s - 2342.88s]  no
[2342.88s - 2342.88s]  nie
[2342.88s - 2342.88s]  mam,
[2342.88s - 2342.88s]  no
[2342.88s - 2342.88s]  nie
[2342.88s - 2342.88s]  mam,
[2342.88s - 2342.88s]  no
[2342.88s - 2342.88s]  nie
[2342.88s - 2342.88s]  mam,
[2342.88s - 2342.88s]  no
[2342.88s - 2342.88s]  nie
[2342.88s - 2342.88s]  mam,
[2342.88s - 2342.88s]  no
[2342.88s - 2342.88s]  nie
[2342.88s - 2342.88s]  mam,
[2342.88s - 2342.88s]  no
[2342.88s - 2343.12s]  nie
[2343.12s - 2343.12s]  mam,
[2343.12s - 2343.12s]  no
[2343.12s - 2343.12s]  nie
[2343.12s - 2343.12s]  mam,
[2343.12s - 2343.12s]  no
[2343.12s - 2343.12s]  nie
[2343.12s - 2343.12s]  mam,
[2343.12s - 2343.12s]  no
[2343.12s - 2343.12s]  nie
[2343.12s - 2343.12s]  mam,
[2343.12s - 2343.12s]  no
[2343.12s - 2343.12s]  nie
[2343.12s - 2343.12s]  mam,
[2343.12s - 2343.12s]  no
[2343.12s - 2343.12s]  nie
[2343.12s - 2343.12s]  mam,
[2343.12s - 2343.12s]  no
[2343.12s - 2343.12s]  nie
[2343.12s - 2343.12s]  mam,
[2343.12s - 2343.12s]  no
[2343.12s - 2343.12s]  nie
[2343.12s - 2343.12s]  mam,
[2343.12s - 2343.12s]  no
[2343.12s - 2343.12s]  nie
[2343.12s - 2343.12s]  mam,
[2343.12s - 2343.12s]  no
[2343.12s - 2343.12s]  nie
[2343.12s - 2343.12s]  mam,
[2343.12s - 2343.12s]  no
[2343.12s - 2343.12s]  nie
[2343.12s - 2343.12s]  mam,
[2343.12s - 2343.12s]  no
[2343.12s - 2343.12s]  nie
[2343.12s - 2343.12s]  mam,
[2343.12s - 2343.12s]  no
[2343.12s - 2343.12s]  nie
[2343.12s - 2343.12s]  mam,
[2343.12s - 2343.12s]  no
[2343.12s - 2343.12s]  nie
[2343.12s - 2343.76s]  mam,
[2343.76s - 2343.80s]  no
[2343.80s - 2344.44s]  nie
[2344.44s - 2344.44s]  mam,
[2344.44s - 2344.44s]  no
[2344.44s - 2344.44s]  nie
[2344.44s - 2344.44s]  mam,
[2344.44s - 2344.44s]  no
[2344.44s - 2344.44s]  nie
[2344.44s - 2344.44s]  mam,
[2344.44s - 2344.44s]  no
[2344.44s - 2344.72s]  nie
[2344.72s - 2344.72s]  mam,
[2344.72s - 2344.72s]  no
[2344.72s - 2344.72s]  nie
[2344.72s - 2344.72s]  mam,
[2344.72s - 2344.72s]  no
[2344.72s - 2344.72s]  nie
[2344.72s - 2344.72s]  mam,
[2344.72s - 2344.72s]  no
[2344.72s - 2345.64s]  nie
[2345.64s - 2345.68s]  mam,
[2345.68s - 2345.84s]  no
[2345.84s - 2345.84s]  nie
[2345.84s - 2345.84s]  mam,
[2345.84s - 2345.84s]  no
[2345.84s - 2345.84s]  nie
[2345.84s - 2345.84s]  mam,
[2345.84s - 2345.84s]  no
[2345.84s - 2345.84s]  nie
[2345.84s - 2345.84s]  mam,
[2345.84s - 2345.84s]  no
[2345.84s - 2345.84s]  nie
[2345.84s - 2345.94s]  mam,
[2345.94s - 2345.94s]  no
[2345.94s - 2346.08s]  nie
[2346.08s - 2346.32s]  mam,
[2346.32s - 2346.32s]  no
[2346.32s - 2346.32s]  nie
[2346.32s - 2346.32s]  mam,
[2346.32s - 2346.32s]  no
[2346.32s - 2346.32s]  nie
[2346.32s - 2346.32s]  mam,
[2346.32s - 2346.32s]  no
[2346.32s - 2346.32s]  nie
[2346.32s - 2346.32s]  mam,
[2346.32s - 2346.32s]  no
[2346.32s - 2346.32s]  nie
[2346.32s - 2346.32s]  mam,
[2346.32s - 2346.32s]  no
[2346.32s - 2346.32s]  nie
[2346.32s - 2346.32s]  mam,
[2346.32s - 2346.32s]  no
[2346.32s - 2346.42s]  nie
[2346.42s - 2347.10s]  mam,
[2347.10s - 2347.10s]  no
[2347.10s - 2347.10s]  nie
[2347.10s - 2347.10s]  mam,
[2347.10s - 2347.10s]  no
[2347.10s - 2347.10s]  nie
[2347.10s - 2347.10s]  mam,
[2347.10s - 2347.10s]  no
[2347.10s - 2347.10s]  nie
[2347.10s - 2347.10s]  mam,
[2347.10s - 2347.10s]  no
[2347.10s - 2347.10s]  nie
[2347.10s - 2347.10s]  mam,
[2347.10s - 2347.10s]  no
[2347.10s - 2347.10s]  nie
[2347.10s - 2347.10s]  mam,
[2347.10s - 2347.10s]  no
[2347.10s - 2347.10s]  nie
[2347.10s - 2347.10s]  mam,
[2347.10s - 2347.10s]  no
[2347.10s - 2347.10s]  nie
[2347.10s - 2347.10s]  mam,
[2347.10s - 2347.10s]  no
[2347.10s - 2347.10s]  nie
[2347.10s - 2347.10s]  mam,
[2347.10s - 2347.10s]  no
[2347.10s - 2347.10s]  nie
[2347.10s - 2347.18s]  mam,
[2347.18s - 2347.36s]  no
[2347.36s - 2347.78s]  nie
[2347.78s - 2347.98s]  mam,
[2347.98s - 2347.98s]  no
[2347.98s - 2347.98s]  nie
[2347.98s - 2347.98s]  mam,
[2347.98s - 2347.98s]  no
[2347.98s - 2347.98s]  nie
[2347.98s - 2347.98s]  mam,
[2347.98s - 2347.98s]  no
[2347.98s - 2347.98s]  nie
[2347.98s - 2347.98s]  mam,
[2347.98s - 2348.08s]  no
[2348.08s - 2348.08s]  nie
[2348.08s - 2348.26s]  mam,
[2348.26s - 2348.32s]  no
[2348.32s - 2348.32s]  nie
[2348.32s - 2349.02s]  mam,
[2349.02s - 2349.12s]  no
[2349.12s - 2349.12s]  nie
[2349.12s - 2349.98s]  mam,
[2349.98s - 2349.98s]  no
[2349.98s - 2349.98s]  nie
[2340.00s - 2340.28s]  Thank
[2340.28s - 2340.28s]  you
[2340.28s - 2340.28s]  very
[2340.28s - 2340.28s]  much
[2340.28s - 2340.50s]  for
[2340.50s - 2340.84s]  your
[2340.84s - 2341.26s]  time,
[2341.26s - 2341.78s]  Mr.
[2341.78s - 2341.78s]  President.
[2341.78s - 2342.22s]  Thank
[2342.22s - 2342.34s]  you
[2342.34s - 2342.34s]  very
[2342.34s - 2342.34s]  much,
[2342.34s - 2342.34s]  Mr.
[2342.34s - 2342.72s]  President.
[2342.72s - 2343.14s]  Thank
[2343.14s - 2343.14s]  you
[2343.14s - 2343.58s]  very
[2343.58s - 2343.58s]  much,
[2343.58s - 2343.58s]  Mr.
[2343.58s - 2343.58s]  President.
[2344.54s - 2344.54s]  Thank
[2344.54s - 2344.54s]  you
[2344.54s - 2344.66s]  very
[2344.66s - 2344.66s]  much,
[2344.66s - 2344.66s]  Mr.
[2344.66s - 2344.66s]  President.
[2344.92s - 2345.36s]  Thank
[2345.36s - 2345.36s]  you
[2345.36s - 2345.54s]  very
[2345.54s - 2345.54s]  much,
[2345.54s - 2345.84s]  Mr.
[2345.84s - 2345.84s]  President.
[2345.84s - 2346.14s]  Thank
[2346.14s - 2346.14s]  you
[2346.14s - 2346.14s]  very
[2346.14s - 2346.14s]  much,
[2346.14s - 2346.90s]  Mr.
[2346.90s - 2346.90s]  President.
[2347.16s - 2347.44s]  Thank
[2347.44s - 2347.44s]  you
[2347.44s - 2347.44s]  very
[2347.44s - 2347.44s]  much,
[2347.44s - 2347.44s]  Mr.
[2347.44s - 2347.48s]  President.
[2347.94s - 2348.22s]  Thank
[2348.22s - 2348.22s]  you
[2348.22s - 2348.52s]  very
[2348.52s - 2348.52s]  much,
[2348.52s - 2348.52s]  Mr.
[2348.52s - 2348.52s]  President.
[2348.56s - 2348.70s]  Thank
[2348.70s - 2348.70s]  you
[2348.70s - 2348.70s]  very
[2348.70s - 2348.70s]  much,
[2348.70s - 2349.44s]  Mr.
[2349.44s - 2349.44s]  President.
[2349.44s - 2349.66s]  Thank
[2349.66s - 2349.66s]  you
[2349.66s - 2349.66s]  very
[2349.66s - 2349.66s]  much,
[2349.66s - 2350.26s]  Mr.
[2350.26s - 2350.26s]  President.
[2350.28s - 2350.28s]  Thank
[2350.28s - 2350.28s]  you
[2350.28s - 2351.22s]  very
[2351.22s - 2351.22s]  much,
[2351.22s - 2351.22s]  Mr.
[2351.22s - 2351.22s]  President.
[2351.22s - 2351.22s]  Thank
[2351.22s - 2351.22s]  you
[2351.22s - 2351.80s]  very
[2351.80s - 2351.80s]  much,
[2351.80s - 2352.18s]  Mr.
[2352.18s - 2352.18s]  President.
[2352.18s - 2353.32s]  Thank
[2353.32s - 2353.32s]  you
[2353.32s - 2353.66s]  very
[2353.66s - 2353.84s]  much,
[2353.84s - 2353.84s]  Mr.
[2353.84s - 2353.84s]  President.
[2353.84s - 2354.16s]  Thank
[2354.16s - 2354.16s]  you
[2354.16s - 2354.16s]  very
[2354.16s - 2354.40s]  much,
[2354.40s - 2354.54s]  Mr.
[2354.54s - 2354.54s]  President.
[2354.90s - 2355.72s]  Thank
[2355.72s - 2355.72s]  you
[2355.72s - 2355.86s]  very
[2355.86s - 2355.86s]  much,
[2355.86s - 2355.86s]  Mr.
[2355.86s - 2355.86s]  President.
[2355.86s - 2356.24s]  Thank
[2356.24s - 2356.24s]  you
[2356.24s - 2356.24s]  very
[2356.24s - 2356.34s]  much,
[2356.34s - 2356.56s]  Mr.
[2356.56s - 2356.56s]  President.
[2356.56s - 2357.28s]  Thank
[2357.28s - 2357.28s]  you
[2357.28s - 2357.28s]  very
[2357.28s - 2357.28s]  much,
[2357.28s - 2357.28s]  Mr.
[2357.28s - 2357.28s]  President.
[2357.66s - 2358.34s]  Thank
[2358.34s - 2358.34s]  you
[2358.34s - 2358.34s]  very
[2358.34s - 2358.34s]  much,
[2358.34s - 2358.34s]  Mr.
[2358.34s - 2358.34s]  President.
[2368.10s - 2368.10s]  going
[2368.10s - 2368.16s]  to
[2368.16s - 2368.44s]  take
[2368.44s - 2368.44s]  a
[2368.44s - 2368.44s]  look
[2368.44s - 2368.44s]  at
[2368.44s - 2368.44s]  what
[2368.44s - 2368.44s]  you're
[2368.44s - 2368.44s]  going
[2368.44s - 2368.44s]  to
[2368.44s - 2368.44s]  see.
[2369.52s - 2369.52s]  I'm
[2369.52s - 2369.52s]  going
[2369.52s - 2369.52s]  to
[2369.52s - 2369.52s]  take
[2369.52s - 2369.52s]  a
[2369.52s - 2369.52s]  look
[2369.52s - 2369.52s]  at
[2369.52s - 2369.52s]  what
[2369.52s - 2369.52s]  you're
[2369.52s - 2369.52s]  going
[2369.52s - 2369.52s]  to
[2369.52s - 2369.52s]  see.
[2369.52s - 2370.34s]  I'm
[2370.34s - 2370.34s]  going
[2370.34s - 2370.52s]  to
[2370.52s - 2370.52s]  take
[2370.52s - 2370.52s]  a
[2370.52s - 2370.52s]  look
[2370.52s - 2370.52s]  at
[2370.52s - 2370.52s]  what
[2370.52s - 2370.52s]  you're
[2370.52s - 2370.52s]  going
[2370.52s - 2370.52s]  to
[2370.52s - 2370.52s]  see.
[2370.74s - 2371.10s]  I'm
[2371.10s - 2371.52s]  going
[2371.52s - 2371.52s]  to
[2371.52s - 2371.52s]  take
[2371.52s - 2371.54s]  a
[2371.54s - 2371.54s]  look
[2371.54s - 2371.54s]  at
[2371.54s - 2371.54s]  what
[2371.54s - 2371.54s]  you're
[2371.54s - 2371.54s]  going
[2371.54s - 2371.54s]  to
[2371.54s - 2371.54s]  see.
[2372.38s - 2372.54s]  I'm
[2372.54s - 2372.54s]  going
[2372.54s - 2372.54s]  to
[2372.54s - 2372.54s]  take
[2372.54s - 2372.54s]  a
[2372.54s - 2372.54s]  look
[2372.54s - 2372.54s]  at
[2372.54s - 2372.54s]  what
[2372.54s - 2372.54s]  you're
[2372.54s - 2372.54s]  going
[2372.54s - 2372.54s]  to
[2372.54s - 2372.54s]  see.
[2372.54s - 2372.84s]  I'm
[2372.84s - 2373.16s]  going
[2373.16s - 2373.16s]  to
[2373.16s - 2373.64s]  take
[2373.64s - 2373.72s]  a
[2373.72s - 2373.86s]  look
[2373.86s - 2373.86s]  at
[2373.86s - 2373.86s]  what
[2373.86s - 2373.86s]  you're
[2373.86s - 2373.86s]  going
[2373.86s - 2373.86s]  to
[2373.86s - 2373.86s]  see.
[2373.88s - 2374.38s]  I'm
[2374.38s - 2374.38s]  going
[2374.38s - 2374.38s]  to
[2374.38s - 2374.38s]  take
[2374.38s - 2374.38s]  a
[2374.38s - 2374.38s]  look
[2374.38s - 2374.42s]  at
[2374.42s - 2374.50s]  what
[2374.50s - 2374.50s]  you're
[2374.50s - 2374.50s]  going
[2374.50s - 2374.50s]  to
[2374.50s - 2374.50s]  see.
[2374.50s - 2375.04s]  I'm
[2375.04s - 2375.04s]  going
[2375.04s - 2375.04s]  to
[2375.04s - 2375.04s]  take
[2375.04s - 2375.04s]  a
[2375.04s - 2375.04s]  look
[2375.04s - 2375.74s]  at
[2375.74s - 2375.74s]  what
[2375.74s - 2375.74s]  you're
[2375.74s - 2375.74s]  going
[2375.74s - 2375.74s]  to
[2375.74s - 2375.74s]  see.
[2375.74s - 2376.20s]  I'm
[2376.20s - 2376.26s]  going
[2376.26s - 2376.26s]  to
[2376.26s - 2376.26s]  take
[2376.26s - 2376.26s]  a
[2376.26s - 2376.26s]  look
[2376.26s - 2376.68s]  at
[2376.68s - 2376.68s]  what
[2376.68s - 2376.68s]  you're
[2376.68s - 2376.68s]  going
[2376.68s - 2376.68s]  to
[2376.68s - 2376.68s]  see.
[2376.68s - 2377.10s]  I'm
[2377.10s - 2377.10s]  going
[2377.10s - 2377.10s]  to
[2377.10s - 2377.16s]  take
[2377.16s - 2377.16s]  a
[2377.16s - 2377.16s]  look
[2377.16s - 2377.52s]  at
[2377.52s - 2377.52s]  what
[2377.52s - 2377.52s]  you're
[2377.52s - 2377.52s]  going
[2377.52s - 2377.52s]  to
[2377.52s - 2377.52s]  see.
[2377.52s - 2378.16s]  I'm
[2378.16s - 2378.48s]  going
[2378.48s - 2378.48s]  to
[2378.48s - 2378.48s]  take
[2378.48s - 2378.48s]  a
[2378.48s - 2378.48s]  look
[2378.48s - 2378.90s]  at
[2378.90s - 2378.90s]  what
[2378.90s - 2378.90s]  you're
[2378.90s - 2378.90s]  going
[2378.90s - 2378.90s]  to
[2378.90s - 2378.90s]  see.
[2378.90s - 2379.30s]  I'm
[2379.30s - 2379.38s]  going
[2379.38s - 2379.38s]  to
[2379.38s - 2379.38s]  take
[2379.38s - 2379.38s]  a
[2379.38s - 2379.38s]  look
[2379.38s - 2379.38s]  at
[2379.38s - 2379.62s]  what
[2379.62s - 2379.62s]  you're
[2379.62s - 2379.62s]  going
[2379.62s - 2379.62s]  to
[2379.62s - 2379.62s]  see.
[2380.46s - 2380.46s]  I'm
[2380.46s - 2380.46s]  going
[2380.46s - 2380.46s]  to
[2380.46s - 2380.46s]  take
[2380.46s - 2380.46s]  a
[2380.46s - 2380.46s]  look
[2380.46s - 2380.46s]  at
[2380.46s - 2380.46s]  what
[2380.46s - 2380.46s]  you're
[2380.46s - 2380.46s]  going
[2380.46s - 2380.46s]  to
[2380.46s - 2380.46s]  see.
[2380.46s - 2381.58s]  I'm
[2381.58s - 2381.58s]  going
[2381.58s - 2381.58s]  to
[2381.58s - 2381.58s]  take
[2381.58s - 2381.58s]  a
[2381.58s - 2381.58s]  look
[2381.58s - 2381.58s]  at
[2381.58s - 2381.58s]  what
[2381.58s - 2381.58s]  you're
[2381.58s - 2381.58s]  going
[2381.58s - 2381.58s]  to
[2381.58s - 2381.58s]  see.
[2381.58s - 2382.54s]  I'm
[2382.54s - 2382.54s]  going
[2382.54s - 2382.54s]  to
[2382.54s - 2382.54s]  take
[2382.54s - 2382.54s]  a
[2382.54s - 2382.54s]  look
[2382.54s - 2382.54s]  at
[2382.54s - 2382.58s]  what
[2382.58s - 2382.58s]  you're
[2382.58s - 2382.58s]  going
[2382.58s - 2382.58s]  to
[2382.58s - 2382.58s]  see.
[2382.58s - 2383.56s]  I'm
[2383.56s - 2383.56s]  going
[2383.56s - 2383.56s]  to
[2383.56s - 2383.56s]  take
[2383.56s - 2383.56s]  a
[2383.56s - 2383.56s]  look
[2383.56s - 2383.56s]  at
[2383.56s - 2383.56s]  what
[2383.56s - 2383.56s]  you're
[2383.56s - 2383.56s]  going
[2383.56s - 2383.56s]  to
[2383.56s - 2383.56s]  see.
[2383.80s - 2384.18s]  I'm
[2384.18s - 2384.18s]  going
[2384.18s - 2384.24s]  to
[2384.24s - 2384.50s]  take
[2384.50s - 2384.60s]  a
[2384.60s - 2384.60s]  look
[2384.60s - 2384.86s]  at
[2384.86s - 2384.86s]  what
[2384.86s - 2384.98s]  you're
[2384.98s - 2384.98s]  going
[2384.98s - 2384.98s]  to
[2384.98s - 2384.98s]  see.
[2384.98s - 2385.50s]  I'm
[2385.50s - 2385.50s]  going
[2385.50s - 2385.50s]  to
[2385.50s - 2385.50s]  take
[2385.50s - 2385.50s]  a
[2385.50s - 2385.50s]  look
[2385.50s - 2385.50s]  at
[2385.50s - 2385.56s]  what
[2385.56s - 2385.56s]  you're
[2385.56s - 2385.56s]  going
[2385.56s - 2385.56s]  to
[2385.56s - 2385.56s]  see.
[2385.70s - 2386.40s]  I'm
[2386.40s - 2386.40s]  going
[2386.40s - 2386.40s]  to
[2386.40s - 2386.40s]  take
[2386.40s - 2386.40s]  a
[2386.40s - 2386.40s]  look
[2386.40s - 2386.40s]  at
[2386.40s - 2386.40s]  what
[2386.40s - 2386.40s]  you're
[2386.40s - 2386.40s]  going
[2386.40s - 2386.40s]  to
[2386.40s - 2386.62s]  see.
[2387.00s - 2387.40s]  Thank
[2387.40s - 2387.40s]  you
[2387.40s - 2388.96s]  very
[2388.96s - 2389.32s]  much.
[2380.00s - 2384.04s]  I
[2384.04s - 2384.22s]  think
[2384.22s - 2384.34s]  it's
[2384.34s - 2384.52s]  not
[2384.52s - 2384.78s]  because
[2384.78s - 2384.98s]  of
[2384.98s - 2385.10s]  your
[2385.10s - 2385.36s]  sense
[2385.36s - 2385.64s]  of
[2385.64s - 2386.10s]  humor,
[2386.10s - 2386.30s]  it's
[2386.30s - 2386.48s]  usually
[2386.48s - 2386.76s]  because
[2386.76s - 2386.86s]  of
[2386.86s - 2387.76s]  that,
[2387.76s - 2387.88s]  it
[2429.98s - 2429.98s]  jest,
[2429.98s - 2429.98s]  że
[2429.98s - 2429.98s]  to
[2429.98s - 2429.98s]  nie
[2429.98s - 2429.98s]  jest,
[2429.98s - 2429.98s]  że
[2429.98s - 2429.98s]  to
[2429.98s - 2429.98s]  nie
[2429.98s - 2429.98s]  jest,
[2429.98s - 2429.98s]  że
[2429.98s - 2429.98s]  to
[2429.98s - 2429.98s]  nie
[2429.98s - 2429.98s]  jest,
[2429.98s - 2429.98s]  że
[2429.98s - 2429.98s]  to
[2429.98s - 2429.98s]  nie
[2429.98s - 2429.98s]  jest
[2420.00s - 2420.24s]  Na
[2420.24s - 2420.76s]  pożywanie
[2420.76s - 2421.52s]  to
[2421.52s - 2421.60s]  po
[2421.60s - 2421.84s]  prostu
[2421.84s - 2422.24s]  nie
[2422.24s - 2422.64s]  są
[2422.64s - 2422.88s]  coś
[2422.88s - 2423.12s]  to
[2423.12s - 2423.64s]  zrobić,
[2423.64s - 2423.72s]  czy
[2423.72s - 2425.38s]  nie.
[2425.38s - 2425.52s]  A
[2425.52s - 2426.28s]  to
[2426.28s - 2426.46s]  może
[2426.46s - 2426.86s]  jakieś
[2426.86s - 2427.64s]  życie,
[2427.64s - 2428.22s]  ale
[2428.22s - 2428.44s]  jeszcze
[2428.44s - 2428.64s]  ma
[2428.64s - 2429.62s]  podjęcie.
[2430.30s - 2430.30s]  I
[2430.30s - 2430.90s]  to
[2430.90s - 2430.94s]  jest
[2430.94s - 2431.10s]  to,
[2431.10s - 2431.32s]  co
[2431.32s - 2431.32s]  jest
[2431.32s - 2431.64s]  to,
[2431.64s - 2431.88s]  co
[2431.88s - 2431.88s]  jest
[2431.88s - 2432.06s]  to,
[2432.06s - 2432.06s]  co
[2432.06s - 2432.12s]  jest.
[2433.64s - 2434.12s]  Także
[2434.12s - 2434.28s]  jest
[2434.28s - 2434.68s]  to,
[2434.68s - 2435.36s]  że
